0,2.5,2.51,2.52,2.53,2.54,2.55,2.56,2.57,2.58,2.59,2.6,2.61,2.62,2.63,2.64,2.65,2.66,2.67,2.68,2.69,2.7,2.71,2.72,2.73,2.74,2.75,2.76,2.77,2.7800000000000002,2.79,2.8,2.81,2.82,2.83,2.84,2.85,2.86,2.87,2.88,2.89,2.9,2.91,2.92,2.93,2.94,2.95,2.96,2.97,2.98,2.99,3.0,3.01,3.02,3.0300000000000002,3.04,3.05,3.06,3.0700000000000003,3.08,3.09,3.1,3.11,3.12,3.13,3.14,3.15,3.16,3.17,3.18,3.19,3.2,3.21,3.2199999999999998,3.23,3.24,3.25,3.26,3.27,3.2800000000000002,3.29,3.3,3.31,3.3200000000000003,3.33,3.34,3.35,3.36,3.37,3.38,3.39,3.4,3.41,3.42,3.43,3.44,3.45,3.46,3.4699999999999998,3.48,3.49
1.5,0.011872934877009614,0.015944166872020722,0.02119911854362732,0.027906324187096865,0.036370874832844374,0.04693201024152406,0.059958026792556955,0.0758380372823367,0.09497023014605227,0.1177464509000531,0.14453316800862545,0.1756491822081455,0.21134077775755314,0.25175537291649497,0.2969150743306994,0.34669183937017806,0.4007861626684732,0.4587112905162804,0.5197848979978577,0.5831299185473227,0.647685789043748,0.7122307791660089,0.7754153445836403,0.8358056312250945,0.8919354287862359,0.9423641012905274,0.9857373877649093,1.020847536683911,1.0466890679286238,1.0625065770392148,1.067831412319545,1.0625047402413899,1.0466854151388982,1.0208421091266935,0.9857302463181915,0.9423553253630582,0.8919251148653667,0.8357938911319157,0.7754023034789855,0.7122165733563977,0.6476705636403784,0.5831138250335847,0.5197680917615733,0.4586939284019305,0.40076840060220464,0.34667383010645675,0.2968969653642941,0.2517373045972867,0.21132288163865554,0.17563157965030474,0.14451596905607803,0.11772975343526325,0.09495411932321426,0.07582258523253846,0.05994329258711586,0.0469180400945516,0.03635770251953153,0.027893971650729377,0.021187596661884158,0.01593347635174284,0.01186306724623595,0.008744625061126702,0.0063818020263507365,0.004611090448072341,0.003298545390566488,0.002336147435686172,0.0016380894298934003,0.0011371962000093071,7.816184778568787E-4,5.31884755855234E-4,3.583488051433016E-4,2.390360875799086E-4,1.578683095140842E-4,1.0323036427426636E-4,6.683611075507878E-5,4.284704787147478E-5,2.7199333458855257E-5,1.7098373445453053E-5,1.0645270654572089E-5,6.5649537719666975E-6,4.011242141649185E-6,2.42908974511851E-6,1.4586056352847283E-6,8.691015730049705E-7,5.14384089514132E-7,3.028492534801498E-7,1.7773973002434624E-7,1.0427822910490956E-7,6.138860638045343E-8,3.6435577652684715E-8,2.1923829391161122E-8,1.3452095900580382E-8,8.460509708568424E-9,5.472909526738668E-9,3.6440290831802716E-9,2.492107458527187E-9,1.7428509626813769E-9,1.2394285903851023E-9,8.911381267839506E-10,6.444366037573492E-10
1.505,0.014489824558538702,0.0194567974617767,0.02586778114895927,0.034050350548578544,0.04437667478449315,0.05726057974491202,0.0731513363858032,0.09252360876525142,0.11586313181829132,0.14364790270494585,0.17632496161076008,0.21428319997367198,0.2578230481808326,0.30712433251008525,0.36221401484927396,0.42293589391620195,0.48892460556315315,0.55958636637348,0.6340888208732826,0.7113620535539144,0.7901123065529351,0.8688492187493413,0.9459265125626088,1.0195950637971227,1.0880662785003408,1.149582761069823,1.2024924835308988,1.2453221420782659,1.276845179710806,1.2961401014335678,1.3026352157013066,1.2961367712583876,1.2768385570816851,1.2453123017352175,1.2024795358458122,1.149566850010605,1.0880475789979216,1.0195737785817232,0.9459028685482529,0.8688234630556078,0.7900847022602218,0.7113328752928092,0.6340583503499246,0.5595548879311618,0.48889240187586874,0.4229032419027648,0.3621811818872784,0.3070915730176978,0.2577906006217579,0.21425128432697485,0.17629377733312673,0.14361762719886778,0.1158339194060243,0.09249559015566561,0.07312461860969113,0.05723524652437407,0.04435278729373551,0.03402794851710492,0.025846884253668684,0.019437406951968415,0.014471925057106457,0.010667737580081072,0.007785323016770005,0.0056252208153584685,0.0040240334555352525,0.0028499894639382123,0.0019984137015142205,0.0013873598544982618,9.535774250270804E-4,6.489153523479042E-4,4.3720829281815017E-4,2.9164950081741017E-4,1.926249957936777E-4,1.25965401322301E-4,8.15623275068793E-5,5.2293255431251544E-5,3.320057651958069E-5,2.0875047413576655E-5,1.3000097838245112E-5,8.02017626327199E-6,4.902948336210819E-6,2.9712474175148626E-6,1.7859877753243661E-6,1.0657077776867163E-6,6.320291447887162E-7,3.7317411556885266E-7,2.1987975241497452E-7,1.2970093998015545E-7,7.691005248804867E-8,4.607920767144292E-8,2.8052947306842257E-8,1.745198582275038E-8,1.1144781195422339E-8,7.322988328026112E-9,4.94889867998876E-9,3.4291196087434026E-9,2.4241212226717216E-9,1.7383567270922592E-9,1.2575687823968164E-9,9.13385016738288E-10
1.51,0.017642810765072132,0.023687786460001945,0.031489911910427645,0.041447783628135414,0.05401426080243753,0.06969289101120094,0.08903035172882715,0.11260421889989358,0.1410055393511893,0.17481594400075096,0.21457939419303823,0.2607690940965469,0.3137506059524825,0.3737427376073959,0.44077828740481567,0.5146671758848268,0.5949648087308065,0.6809486451456307,0.7716058437668503,0.8656344942435555,0.9614603094226469,1.0572697707789602,1.1510596373943687,1.240701522975943,1.3240190147338429,1.3988736644441322,1.463255239814248,1.5153709868588776,1.5537284017895385,1.577206190580372,1.5851087115503266,1.5772002129406508,1.553716514218648,1.5153533235129397,1.4632319988073572,1.398845104193819,1.323985449234606,1.2406633161200404,1.1510171964816347,1.0572235393753997,0.9614107597406032,0.8655821192240345,0.771551149046916,0.6808921410907964,0.5949070027042905,0.5146085649127738,0.44071935137982343,0.3736839331524677,0.31369236104478837,0.26071180352590206,0.21452341590467447,0.17476159634664773,0.1409530992497428,0.11255392088083202,0.0889823878195209,0.06964741140261343,0.05397137521807308,0.0414075633078832,0.03145239211315292,0.023652969384185395,0.017610668785491335,0.012981488362677414,0.009473968464723164,0.0068453970292033295,0.004896944795052097,0.0034682662441431595,0.0024319877044422476,0.0016883928242827488,0.0011605150735951749,7.897615488439816E-4,5.32124090772622E-4,3.5498251234603636E-4,2.3446913350647566E-4,1.533415520828388E-4,9.929900253209109E-5,6.367410996764573E-5,4.043390836935174E-5,2.5429598679172863E-5,1.584203864326963E-5,9.77816659247359E-6,5.981629116847888E-6,3.628286193148428E-6,2.183730167461221E-6,1.3053781237640224E-6,7.76100530389554E-7,4.5982406079109135E-7,2.722203043512837E-7,1.6160268798406448E-7,9.663410395573284E-8,5.8516050619592956E-8,3.608687103018426E-8,2.2783327123712138E-8,1.4780074037133209E-8,9.864129290336219E-9,6.76211490683383E-9,4.742888532205105E-9,3.385568540558767E-9,2.4456491628097445E-9,1.7785640002267421E-9,1.2964767751377083E-9
1.515,0.021434203627114172,0.028773315801747325,0.03824530064057858,0.05033395975439353,0.06558895678300924,0.08462147906864222,0.10809506337613109,0.1367107496817592,0.1711859279385656,0.212226558536306,0.26049287851901776,0.31655924042762823,0.38086934220626845,0.4536887531298275,0.5350572665923796,0.6247441499736841,0.7222097441338575,0.8265770225680107,0.9366165963580655,1.0507482092554987,1.1670609986869138,1.2833537275302969,1.397194877788221,1.506001033676349,1.6071304878699728,1.6979876166865624,1.7761324263394505,1.8393888987157145,1.8859454590087303,1.9144411056059614,1.9240314917590864,1.914430482552755,1.8859243332282556,1.8393575086188316,1.7760911239974277,1.6979368613362333,1.6070708375138212,1.5059331349893523,1.3971194545833876,1.2832715680667834,1.1669729421278279,1.0506551315962889,0.9365193961506054,0.8264766067601566,0.7221070143299343,0.6246399893987445,0.5349525280132087,0.45358424794983876,0.38076583091099225,0.3164574245140042,0.2603933939966909,0.21212997104414313,0.17109272947606466,0.13662135691433966,0.1080098174364004,0.08454064674383331,0.06551273295230084,0.05026247091939148,0.038178609377901414,0.028711425958514596,0.021377066077785355,0.015757978087658386,0.01150038609734465,0.008309683997685996,0.005944530629577222,0.0042102964495123255,0.002952373225634721,0.0020497232956987322,0.0014089228668898608,9.588502048410354E-4,6.460866962816504E-4,4.310366092268063E-4,2.8472816252926185E-4,1.862314886381E-4,1.206150204135841E-4,7.735753079072589E-5,4.913555615116824E-5,3.091273968413698E-5,1.9266754000297038E-5,1.1899427838965559E-5,7.285494247196599E-6,4.424364002295887E-6,2.667172562951135E-6,1.5979313566886933E-6,9.52958954892008E-7,5.669856041220963E-7,3.37570033696722E-7,2.0190791183153945E-7,1.2190794777563593E-7,7.470835023151533E-8,4.672493242573982E-8,2.996141235130054E-8,1.9749831641484587E-8,1.338341163258883E-8,9.299215384803233E-9,6.595249421182076E-9,4.748447491429629E-9,3.4518076712614137E-9,2.521325939947504E-9,1.8433080384177045E-9
1.52,0.025985451718620867,0.034874424324162434,0.04634589689767074,0.06098561738702505,0.07945907418824008,0.10250624367095759,0.13093048259096593,0.16558055321693183,0.2073250122213288,0.2570185767541479,0.315460603371447,0.3833464630095785,0.46121333566122563,0.5493827311884215,0.6479028005009386,0.7564941543858424,0.8745033701882852,1.0008685572170644,1.134101201742952,1.2722879775407097,1.413115277406609,1.5539179244277028,1.691751931177672,1.8234894029364397,1.945931872427104,2.0559366730718542,2.150549573092186,2.227135956036556,2.28350246267928,2.318001273267329,2.3296101161069758,2.3179825825502163,2.283465292950909,2.227080726765566,2.150476903725069,2.0558473716052683,1.945826920628158,1.8233699385837037,1.6916192277661217,1.5537733688371138,1.4129603460737152,1.272124211699783,1.1339301823068082,1.0006918798611955,0.8743226211756073,0.7563108876297525,0.6477185163119353,0.5491988570863945,0.46103120956447213,0.3831673190350458,0.3152855604015126,0.256848629846085,0.2071610268589976,0.1654232623325526,0.1307804862199406,0.10236401104646965,0.07932494803572131,0.06085982014253923,0.04622853854899541,0.034765511558933565,0.025884898059745042,0.01908113446269239,0.013925874948059662,0.01006241476197951,0.007198540890877067,0.005098597538706839,0.0035753857545411088,0.0024823531027162904,0.0017063814923260331,0.0011613558082367488,7.825956583393733E-4,5.221572899229656E-4,3.44960408283827E-4,2.2566190602026567E-4,1.4618149643030404E-4,9.377903547795953E-5,5.958634603530643E-5,3.7504597705615184E-5,2.3389341165492713E-5,1.445736179459526E-5,8.861373700323738E-6,5.3894555495298405E-6,3.2556273941055186E-6,1.9559374947311004E-6,1.1708993211532897E-6,7.002257748867746E-7,4.197371331152655E-7,2.532740129316591E-7,1.546219422310228E-7,9.602414298447722E-8,6.097132883595304E-8,3.973132693902825E-8,2.6610912068708875E-8,1.8298705895311694E-8,1.2874176215142987E-8,9.221880115608807E-9,6.689165561402195E-9,4.888316031698243E-9,3.5833324077601364E-9,2.6256996187290603E-9
1.525,0.03144142294066564,0.042182212650417335,0.05604215709124337,0.07372865141819493,0.09604539163610713,0.12388603133594452,0.1582207671128869,0.20007463022211924,0.250496555773629,0.3105187625644521,0.38110660738850066,0.4630998596939523,0.5571472367436366,0.663636984823956,0.7826272072624955,0.913780428736395,1.0563074444333131,1.208925732911729,1.3698375303419321,1.5367320177719472,1.7068149492425289,1.876867482558444,2.0433340534972797,2.2024369940352746,2.350313410854271,2.483167810803893,2.5974322876706832,2.6899249532705927,2.7579968482496313,2.7996578868633772,2.8136734854459298,2.7996253287241375,2.7579321007484316,2.689828747093242,2.597305701850305,2.483012252814101,2.3501305908631163,2.202228893969282,2.0431028916876386,1.876615674839434,1.7065450674434244,1.5364467465859897,1.3695396235688282,1.208617970053904,1.0559925885822763,0.9134611866163217,0.7823061922066677,0.6633166833499167,0.5568299792690092,0.462787795801615,0.38080168591181585,0.3102227166253779,0.25021089277300373,0.19980062665653897,0.15795946797948152,0.12363825378829442,0.09581173247323002,0.07350949792563749,0.055837700709223316,0.04199246491874728,0.031266233162898074,0.023048403103753324,0.01682163216842363,0.012155102411361892,0.008695886030439396,0.006159362544873574,0.004319435649199705,0.0029991003459463967,0.0020617324853121704,0.0014033212992563158,9.457443476823837E-4,6.310933973771325E-4,4.169965653618735E-4,2.728425350933068E-4,1.767921038836149E-4,1.1345602853402953E-4,7.212179441843117E-5,4.542188427979239E-5,2.834946301877197E-5,1.7541966935443542E-5,1.0767405085721532E-5,6.561320848452021E-6,3.973832524623394E-6,2.395797165931182E-6,1.440957257725753E-6,8.670976028264073E-7,5.239854823775936E-7,3.1943578941185106E-7,1.974700151752961E-7,1.2443415820047703E-7,8.028389369543995E-8,5.3180171447083215E-8,3.617803744047637E-8,2.522202746573128E-8,1.7946763491423597E-8,1.296754196921886E-8,9.465386416304334E-9,6.94687480846422E-9,5.106431435064932E-9,3.74796381117309E-9
1.53,0.03797616990436185,0.050924718525874,0.0676312721018918,0.08894798599370461,0.11584302331677529,0.14939291366361226,0.19076639306427307,0.2411982524716658,0.3019520759333929,0.3742713059423613,0.45931883332057827,0.5581062511137048,0.6714149893349095,0.7997126863256568,0.9430692550784235,1.1010780530565634,1.2727882375831636,1.45665466630232,1.6505114839656962,1.851574758506528,2.056478175477599,2.2613439133204327,2.4618885076368833,2.653560934292606,2.83170750969566,2.9917557615083474,3.12940740837339,3.2408292242973404,3.3228300240686273,3.3730123902622413,3.3898890820887684,3.3729562402048656,3.322718359947807,3.2406633062548234,3.12918909731053,2.9914874847539914,2.8313922166033803,2.653202042887169,2.461489843641373,2.2609096430646223,2.0560127343108423,1.8510827764115114,1.6499977100915917,1.4561238941079386,1.272245232205054,1.1005274823976272,0.9425156259548908,0.7991602868209677,0.6708678382953924,0.5575680554911007,0.45879295382852125,0.37376073125607895,0.3014594054315924,0.24072568730409588,0.19031573513334754,0.14896557193918952,0.1154400267628707,0.08857000227728781,0.06727863117778474,0.05059744014814686,0.03767399410198235,0.027772663262147706,0.020270171524284127,0.014647482587142506,0.010479397847019976,0.0074230117648173815,0.005205925862733291,0.0036148846810978826,0.0024852820132181355,0.0016918031707423863,0.0011403230554429048,7.610703069166137E-4,5.029916697824781E-4,3.2920310877300284E-4,2.133894423702281E-4,1.370066857151494E-4,8.71457001896107E-5,5.4927734861412164E-5,3.431851562953605E-5,2.126509302750584E-5,1.3076910045814033E-5,7.988381700232247E-6,4.854096947403107E-6,2.9393493296014168E-6,1.778118062048634E-6,1.0780516108451753E-6,6.57723066997986E-7,4.0572581261457383E-7,2.5434301831524886E-7,1.6280892492177252E-7,1.0679817109150551E-7,7.190569278258614E-8,4.96503514204384E-8,3.505420453257344E-8,2.519307800002517E-8,1.8338424341319164E-8,1.3454687803879234E-8,9.907806502754468E-9,7.297599622673078E-9,5.3619872636133534E-9
1.535,0.04580087662974553,0.061376223667152195,0.08146810320061855,0.10710046252358268,0.13943664358416588,0.17977020135346242,0.22950548543575183,0.2901262151291108,0.36315070338916916,0.4500730536873141,0.5522905668808434,0.671018727365492,0.807196432452528,0.9613854975736762,1.1336697948959829,1.3235605247844424,1.5299149289497715,1.7508760875156677,1.9838411799711098,2.2254646546981633,2.4717011247919167,2.7178905407352714,2.9588854093809807,3.189216730276456,3.403292158085502,3.5956169615807156,3.761025928626788,3.89491272872461,3.9934425966537495,4.053734662428278,4.07400183869769,4.053638789088082,3.9932519358967893,3.894629432170829,3.7606531736579174,3.5951588927191134,3.4027538111775057,3.1886039413925036,2.958204710705707,2.717149046009799,2.4709064070800464,2.2246246193728543,1.9829639358556745,1.749969819066386,1.528987772237507,1.3226204498290317,1.132724496637994,0.9604422974448343,0.806262192141415,0.6700997759826747,0.551392642321322,0.4492012585819886,0.36230947564385113,0.28931931268145017,0.22873598452734106,0.17904050732507687,0.13874851296239674,0.10645503498144482,0.08086594184457857,0.06081736202837078,0.04528487071564834,0.0333844119845871,0.02436694948341583,0.01760871604988539,0.012598713440182686,0.008924838994255472,0.006259722183235453,0.004347068184511279,0.00298904724536858,0.002035049203650377,0.0013719471105569814,9.158823041076927E-4,6.054917990022113E-4,3.964416376513085E-4,2.5710009436321176E-4,1.6517551482303302E-4,1.051488677169122E-4,6.634549051612836E-5,4.150982312993162E-5,2.5768018844336025E-5,1.588405158178248E-5,9.733961741002288E-6,5.9394889404520155E-6,3.6162745981719146E-6,2.203131675262608E-6,1.3478079595063756E-6,8.315397322856019E-7,5.198590570274479E-7,3.3092143373814407E-7,2.1536583196712694E-7,1.436639332665959E-7,9.826894929344092E-8,6.880055469912168E-8,4.912596868144573E-8,3.5610398126405506E-8,2.6079720238771927E-8,1.9211695829211413E-8,1.4181925539223226E-8,1.0459463469532155E-8,7.689355221155357E-9
1.54,0.05517501354674331,0.07387011247487145,0.09798004313336833,0.1287320588179626,0.16752048460915747,0.21589571288832196,0.2755409285135776,0.3482344421637229,0.4357960200847286,0.5400163998399209,0.6625702762232037,0.8049143986049814,0.9681739729070238,1.1530222020242185,1.3595593867743807,1.5871993782123368,1.8345721423841892,2.0994515982510196,2.378717575135881,2.6683596149346487,2.9635283940724384,3.25863782253848,3.5475175435989192,3.8236118436950544,4.080217191387866,4.310747102075624,4.5090101230834545,4.66948477043039,4.787574471792333,4.859826123613623,4.8840977713920335,4.859664053646185,4.787252167561928,4.669005869152825,4.508379995977082,4.309972755263539,4.079307137731397,3.8225759487911177,3.5463668497840395,3.257384355230743,2.962184955136855,2.666939567968242,2.377234627633077,2.097919585529339,1.8330048179320297,1.5856102147761457,1.3579613920475144,1.151427752253387,0.9665946671157193,0.803360935469862,0.6610523549526977,0.53854264571756,0.43437393467500107,0.3468703775557924,0.27424008441494596,0.21466215489120713,0.1663571815469925,0.12764093681526772,0.09696205373206435,0.07292531209369135,0.05430265149361119,0.040034277391361915,0.02922224925246386,0.021118792923070298,0.015111316533213367,0.010705780370594406,0.00750971888703742,0.00521587040627213,0.003587060371139943,0.0024427209778836827,0.001647219760962775,0.0011000119432497645,7.275217028612815E-4,4.76588914456646E-4,3.09282256028111E-4,1.9886865051852947E-4,1.2673535703211947E-4,8.007829283248545E-5,5.019331545199555E-5,3.123248105995732E-5,1.9312143381630923E-5,1.1882560274214488E-5,7.288580529184591E-6,4.467686742550839E-6,2.745232582987055E-6,1.6974160207597269E-6,1.0607657391293407E-6,6.731109791509921E-7,4.355644368898421E-7,2.8833871577539984E-7,1.955482410750686E-7,1.3577118766366418E-7,9.6256342388023E-8,6.940737071613862E-8,5.067239379908259E-8,3.7290177421584496E-8,2.7552238938254753E-8,2.0372059162667798E-8,1.5035041406027634E-8,1.105371340425832E-8
